text,clean_content,likes,replies,quotes,retweets,searchQuery,user_location,tanggal,date,textblob_sentiment,textblob_sentiment_assessment,textblob_polarity,textblob_subject,vader_compound,vader_neg,vader_neu,vader_pos,vader_sentiment
"Isi Pantun Cak Imin dan Mahfud MD yang Jadi Alasan Kedua Cawapres Dilaporkan, Bawaslu: Akan Dikaji

#Pilpres2024 #Bawaslu #CakImin #MuhaiminIskandar #MahfudMD #GanjarMahfud #AniesMuhaimin

kaltim.tribunnews.com/2023/1 lewat @tribunkaltim",isi pantun cak imin mahfud md alas cawapres lapor bawaslu kaji pilpres bawaslu cakimin muhaiminiskandar mahfudmd ganjarmahfud aniesmuhaimin kaltim tribunnews com tribunkaltim,0,0,0,0,#mahfudmd,"Balikpapan, Indonesia",11/18/2023,2023-11-18,Negative,"Sentiment(polarity=-0.4, subjectivity=1.0, assessments=[(['alas'], -0.4, 1.0, None)])",-0.4,1.0,-0.2732,0.091,0.909,0.0,Negative
"PT Garuda Indonesia (Persero) Tbk buka suara terkait foto Menteri Koordinator Bidang Politik, Hukum, dan Keamanan Mahfud MD bersama dua orang pilotnya dengan pose tiga jari. ~J #DirutGaruda #MahfudMD #PoseFotoTigaJari #JernihkanHarapan",pt garuda indonesia persero tbk buka suara kait foto menteri koordinator bidang politik hukum aman mahfud md orang pilot pose jari j dirutgaruda mahfudmd posefototigajari jernihkanharapan,3,2,0,0,#mahfudmd,Jakarta,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"@ganjarpranowo - @mohmahfudmd Ingin Optimalkan Indonesia sebagai Pusat Industri Halal Dunia

A Thread?

#GanjarPranowo
#MahfudMD
#GanjarMahfud2024
#GanjarPresiden 
#TegakLurusKonstitusi",ganjarpranowo mohmahfudmd optimal indonesia pusat industri halal dunia a thread ganjarpranowo mahfudmd ganjarmahfud ganjarpresiden tegakluruskonstitusi,81,85,0,44,#mahfudmd,"Jakarta Pusat, DKI Jakarta",11/17/2023,2023-11-17,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.3612,0.0,0.848,0.152,Positive
"Senyuman Bapak & Ibu Negara
#ganjarmahfud2024 #ganjarpranowo #mahfudmd #ganjarmahfudm3nang",senyum negara ganjarmahfud ganjarpranowo mahfudmd ganjarmahfudm nang,128,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Gas Hattrick! Pasangan Ganjar Pranowo Dan Mahfud Md Nomor Urut 3 Menuju Indonesia Yang Adil, Makmur Dan Sejahtra!

#ganjarmahfud2024 #ganjarpranowo #mahfudmd #ganjarmahfudm3nang",gas hattrick pasang ganjar pranowo mahfud md nomor urut indonesia adil makmur sejahtra ganjarmahfud ganjarpranowo mahfudmd ganjarmahfudm nang,126,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Kau baca puisinya, kau juga yang melakukannya. Piye to Pak #GanjarPranowo #Ganjar #GanjarPorno #MakroBlackFriday #Jungkook_GOLDEN",kau baca puisi kau laku bagaimana untuk ganjarpranowo ganjar ganjarporno makroblackfriday jungkook golden,10,0,0,0,#ganjar,Indonesia,11/21/2023,2023-11-21,Positive,"Sentiment(polarity=0.3, subjectivity=0.5, assessments=[(['golden'], 0.3, 0.5, None)])",0.3,0.5,0.0,0.0,1.0,0.0,Neutral
#GanjarPranowo #ganjarpilihanterbaik #gerakcepat #GanjarMahfud2024 #MahfudMD,ganjarpranowo ganjarpilihanterbaik gerakcepat ganjarmahfud mahfudmd,0,0,0,0,#mahfudmd,JAMBI,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
#GanjarPranowo #ganjarpilihanterbaik #gerakcepat #GanjarMahfud2024 #MahfudMD,ganjarpranowo ganjarpilihanterbaik gerakcepat ganjarmahfud mahfudmd,0,1,0,0,#mahfudmd,JAMBI,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Perbedaan adalah nilai kodrati. Bukan untuk diseragamkan, tetapi dipersatukan 

No Urut 3 pilihan tepat untuk NKRI yg ber-BhinnekaTunggalIka 

#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #TuankuRakyat #GanjarMahfud2024 #GanjarUntukSemua",beda nilai kodrati seragam satu nomor urut pilih nkri yang ber bhinnekatunggalika sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden tuankurakyat ganjarmahfud ganjaruntuksemua,21,2,0,13,#ganjar,,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Wakil Presiden Republik Indonesia ke-10 dan ke-12, Jusuf Kalla memberikan tanggapan soal capres Ganjar Pranowo yang menilai hukum di Indonesia menurun di era kepimpinan Presiden Jokowi dan memberikan nilai 5 soal penegakan hukum di Indonesia. < #JusufKalla #Ganjar #Jokowi",wakil presiden republik indonesia ke ke jusuf kalla tanggap capres ganjar pranowo nilai hukum indonesia turun era pimpin presiden jokowi nilai tega hukum indonesia jusufkalla ganjar jokowi,104,141,0,73,#ganjar,Jakarta,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Aura ibu negara terpancar 

#pilpres #politik #atikoh #ganjar",aura negara pancar pilpres politik atikoh ganjar,0,0,0,0,#ganjar,,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
#GanjarPranowo #ganjarpilihanterbaik #gerakcepat #GanjarMahfud2024 #MahfudMD,ganjarpranowo ganjarpilihanterbaik gerakcepat ganjarmahfud mahfudmd,0,1,0,0,#mahfudmd,JAMBI,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pemilu 2024 harus berkeadilan. Tapi kenapa hanya baliho Ganjar Mahfud saja yang di copot ?? Ada apa ini Bawaslu dan Satpol PP ??
#GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024",milu adil baliho ganjar mahfud lepas bawaslu satpol pp ganjarmahfud ganjarpranowo mahfudmd gerakcepat presiden pemilu,6,7,2,4,#mahfudmd,"Kota Padang, Sumatera Barat",11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Menuju Indonesia unggul bersama pak #GanjarPranowo dan Prof #mahfudmd

#GanjarMahfudFriendly #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsumbar
Gempa Ronde 4 Qory Semalam Esemka",indonesia unggul ganjarpranowo prof mahfudmd ganjarmahfudfriendly ganjarmahfudsatset ganjarmahfud ganjarmahfudpilihanrakyat ganjarmahfudsumbar gempa ronde qory malam esemka,2,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Indonesia maju bersama Pak #GanjarPranowo dan Prof #mahfudmd, Sat-S3t..,
#GanjarMahfudFriendly #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsumbar
Gempa Ronde 4 Qory Semalam Esemka",indonesia maju ganjarpranowo prof mahfudmd sat s t ganjarmahfudfriendly ganjarmahfudsatset ganjarmahfud ganjarmahfudpilihanrakyat ganjarmahfudsumbar gempa ronde qory malam esemka,0,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Indonesia maju bersama Pak #GanjarPranowo dan Prof #mahfudmd, Sat-S3t..,

#GanjarMahfudFriendly #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsulteng
Gempa Ronde 4 Qory Semalam Esemka",indonesia maju ganjarpranowo prof mahfudmd sat s t ganjarmahfudfriendly ganjarmahfudsatset ganjarmahfud ganjarmahfudpilihanrakyat ganjarmahfudsulteng gempa ronde qory malam esemka,0,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Menuju Indonesia unggul bersama pak #GanjarPranowo dan Prof #mahfudmd
#GanjarMahfudFriendly #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsulteng
Gempa Ronde 4 Qory Semalam Esemka",indonesia unggul ganjarpranowo prof mahfudmd ganjarmahfudfriendly ganjarmahfudsatset ganjarmahfud ganjarmahfudpilihanrakyat ganjarmahfudsulteng gempa ronde qory malam esemka,0,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Menuju Indonesia unggul bersama pak #GanjarPranowo dan Prof #mahfudmd
#GanjarMahfudFriendly #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #ganjarmahfudsulsel 
Gempa Ronde 4 Qory Semalam Esemka",indonesia unggul ganjarpranowo prof mahfudmd ganjarmahfudfriendly ganjarmahfudsatset ganjarmahfud ganjarmahfudpilihanrakyat ganjarmahfudsulsel gempa ronde qory malam esemka,0,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Jangan lupa pilih No 3 Ganjar Mahfud untuk Indonesia! 

#GAMA #MahfudMD #Ganjar #GanjarPranowo #AlamGanjar #TuankuRakyat #LanjutGan #Capres2024 #Indonesia #IndonesiaEmas2024 #RambutPutih #TuanKuRakyat #MenangkanGanjarMahfud",lupa pilih nomor ganjar mahfud indonesia gama mahfudmd ganjar ganjarpranowo alamganjar tuankurakyat lanjutgan capres indonesia indonesiaemas rambutputih tuankurakyat menangkanganjarmahfud,0,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Dukung Ganjar Pranowo dan Mahfud MD sebagai Presiden dan Wakil Presiden Indonesia tahun 2024 #GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024,dukung ganjar pranowo mahfud md presiden wakil presiden indonesia ganjarmahfud ganjarpranowo mahfudmd gerakcepat presiden pemilu,1,0,0,0,#mahfudmd,"Kota Padang, Sumatera Barat",11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
#GanjarPranowo #ganjarpilihanterbaik #gerakcepat #GanjarMahfud2024 #MahfudMD,ganjarpranowo ganjarpilihanterbaik gerakcepat ganjarmahfud mahfudmd,0,1,0,0,#mahfudmd,JAMBI,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
#GanjarPranowo #ganjarpilihanterbaik #gerakcepat #GanjarMahfud2024 #MahfudMD,ganjarpranowo ganjarpilihanterbaik gerakcepat ganjarmahfud mahfudmd,0,1,0,0,#mahfudmd,JAMBI,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Rapatkan barisan bersama Ganjar Pranowo dan Mahfud MD
#AyodukungGanjar #GanjarCapres
#MahfudMD
#Ganjardihati #Ganjarthebest
#GanjaruntukIndonesia",rapat baris ganjar pranowo mahfud md ayodukungganjar ganjarcapres mahfudmd ganjardihati ganjarthebest ganjaruntukindonesia,0,0,0,0,#mahfudmd,Kalimantan Barat,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Tetap yang terbaik 
#GanjarPranowo 
#MahfudMD 
#GanjarMahfudM3nang 
#GanjarMahfudTanpaDrama 
#paktelur 
#IndonesiaBisa 
#IndonesiaBersatu 
#GanjarMahfudPresiden2024",baik ganjarpranowo mahfudmd ganjarmahfudm nang ganjarmahfudtanpadrama paktelur indonesiabisa indonesiabersatu ganjarmahfudpresiden,0,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pemilu 2024 harus berkeadilan. Tapi kenapa hanya baliho Ganjar Mahfud saja yang di copot ?? Ada apa ini Bawaslu dan Satpol PP ??
#GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024",milu adil baliho ganjar mahfud lepas bawaslu satpol pp ganjarmahfud ganjarpranowo mahfudmd gerakcepat presiden pemilu,1,0,0,0,#mahfudmd,"Kota Bukittinggi, Sumatera Bar",11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pemilu 2024 harus berkeadilan. Tapi kenapa hanya baliho Ganjar Mahfud saja yang di copot ?? Ada apa ini Bawaslu dan Satpol PP ??
#GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024",milu adil baliho ganjar mahfud lepas bawaslu satpol pp ganjarmahfud ganjarpranowo mahfudmd gerakcepat presiden pemilu,1,0,0,0,#mahfudmd,"Kota Bukittinggi, Sumatera Bar",11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pemilu 2024 harus berkeadilan. Tapi kenapa hanya baliho Ganjar Mahfud saja yang di copot ?? Ada apa ini Bawaslu dan Satpol PP ??
#GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024",milu adil baliho ganjar mahfud lepas bawaslu satpol pp ganjarmahfud ganjarpranowo mahfudmd gerakcepat presiden pemilu,1,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pemilu 2024 harus berkeadilan. Tapi kenapa hanya baliho Ganjar Mahfud saja yang di copot ?? Ada apa ini Bawaslu dan Satpol PP ??
#GanjarMahfud2024 #GanjarPranowo #MahfudMD #GerakCepat #Presiden2024 #Pemilu2024",milu adil baliho ganjar mahfud lepas bawaslu satpol pp ganjarmahfud ganjarpranowo mahfudmd gerakcepat presiden pemilu,1,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pakar komunikasi politik dari Universitas  Pelita Harapan (UPH) Emrus Sihombing mengatakan bahwa jika Ganjar-Mahfud  bisa membawa peran dalam usaha pemerataan ekonomi. (ld)
#ganjarpranowo #mahfudMD

tribunnews.com/mata-lokal-me.",pakar komunikasi politik universitas pelita harap uph emrus sihombing ganjar mahfud bawa peran usaha perata ekonomi ld ganjarpranowo mahfudmd tribunnews com mata lokal me,45,65,0,11,#mahfudmd,Indonesia,11/17/2023,2023-11-17,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Keseruan jogging bersama Srikandi DPW Sulawesi Selatan yang berlangsung di Centre Point of Indonesia, Kelurahan Losari, Kecamatan Mariso, Kota Makassar. 

#ganjarrebound
 #jatenghappyending
 #tetappilihganjar
#GanjarPranowo
#Ganjar
#SrikandiGanjar
#Pilihyangrambutputih",seru jogging srikandi dpw sulawesi selatan centre point of indonesia lurah losari camat mariso kota makassar ganjarrebound jatenghappyending tetappilihganjar ganjarpranowo ganjar srikandiganjar pilihyangrambutputih,0,0,0,0,#ganjar,,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Mahfud MD irit bicara ditanya soal temuan pakta integritas PJ bupati Sorong dan BIN. 

#mahfudmd #pakta #integritas #bupati #sorong #bin",mahfud md irit bicara temu pakta integritas pj bupati sorong bin mahfudmd pakta integritas bupati sorong bin,0,0,0,0,#mahfudmd,,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Menurut Prof.Saiful Mujani #MahfudMD memiliki kualitas popularitas terbaik,disusul Gibran,dan Muhaimin. Krn itu berdasarkan kualitas ini, Mahfud mestinya lebih kompetitif. Mahfud bahkan memiliki kualitas awareness yg lebih baik dari Capres.Prabowo 81%, Ganjar 78 %, dan Anies 67%",prof saiful mujani mahfudmd milik kualitas popularitas baik susul gibran dan muhaimin karena dasar kualitas ini mahfud mesti kompetitif mahfud milik kualitas awareness yang capres prabowo ganjar anies,1,1,0,0,#mahfudmd,"DKI Jakarta, Indonesia",11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"No urut 3 pilihan rakyat indonesia.
#GanjarPranowo #MahfudMD",nomor urut pilih rakyat indonesia ganjarpranowo mahfudmd,0,0,0,0,#mahfudmd,Indonesia,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Pagi menyapa: #GanjarPranowo #MahfudMD insyaalloh terpilih 63%.,pagi sapa ganjarpranowo mahfudmd insyaalloh pilih,0,0,0,0,#mahfudmd,Indonesia,11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Kalo aku sih dukung aja selagi positif mah
#Ganjar #GanjarPorno #GanjarPranowo",kalau sih dukung saja selagi positif mah ganjar ganjarporno ganjarpranowo,10,0,0,0,#ganjar,Indonesia,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Isi Pantun Cak Imin dan Mahfud MD yang Jadi Alasan Kedua Cawapres Dilaporkan, Bawaslu: Akan Dikaji

#Pilpres2024 #Bawaslu #CakImin #MuhaiminIskandar #MahfudMD #GanjarMahfud #AniesMuhaimin

kaltim.tribunnews.com/2023/1 lewat @tribunkaltim",isi pantun cak imin mahfud md alas cawapres lapor bawaslu kaji pilpres bawaslu cakimin muhaiminiskandar mahfudmd ganjarmahfud aniesmuhaimin kaltim tribunnews com tribunkaltim,0,0,0,0,#mahfudmd,"Balikpapan, Indonesia",11/17/2023,2023-11-17,Negative,"Sentiment(polarity=-0.4, subjectivity=1.0, assessments=[(['alas'], -0.4, 1.0, None)])",-0.4,1.0,-0.2732,0.091,0.909,0.0,Negative
PENDIDIKAN GRATIS - Visi Misi #GanjarPranowo #MahfudMD #GanjarMahfud2024 #PDIPerjuangan #IndonesiaUnggul #PDIPSaudiArabia,didik gratis visi misi ganjarpranowo mahfudmd ganjarmahfud pdiperjuangan indonesiaunggul pdipsaudiarabia,0,0,0,0,#mahfudmd,,11/17/2023,2023-11-17,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0516,0.0,0.882,0.118,Positive
"Intimidasi Oknum Pemerintah Terhadap Baliho Ganjar-Mahfud
#GanjarMahfud #ganjarpranowo #MahfudMD #pemilu #pilpres #GAMA",intimidasi oknum perintah baliho ganjar mahfud ganjarmahfud ganjarpranowo mahfudmd milu pilpres gama,1,0,0,0,#mahfudmd,Sulawesi Utara,11/17/2023,2023-11-17,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Tantangan nih buat MUI. BERANI GAK SAMA pak #Ganjar #GanjarPranowo #Worlds2023 #EleccionesArgentina2023 #Worlds2023,tantang nih mui berani tidak ganjar ganjarpranowo worlds eleccionesargentina worlds,4,0,0,0,#ganjar,Indonesia,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
wah wah #Ganjar #GanjarPranowo #GanjarPorno #MissUniverse2023 #Jungkook_GOLDEN,ganjar ganjarpranowo ganjarporno missuniverse jungkook golden,10,0,0,0,#ganjar,Indonesia,11/21/2023,2023-11-21,Positive,"Sentiment(polarity=0.3, subjectivity=0.5, assessments=[(['golden'], 0.3, 0.5, None)])",0.3,0.5,0.0,0.0,1.0,0.0,Neutral
"Calon Presiden Ganjar Pranowo mengungkapkan pertemuannya dengan Mantan Wakil Presiden Jusuf Kalla (JK) merupakan sebuah silaturahmi sambil berdiskusi tentang negara
#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",calon presiden ganjar pranowo temu mantan wakil presiden jusuf kalla jk silaturahmi diskus negara sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,0,0,0,0,#ganjar,,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.2263,0.0,0.913,0.087,Positive
"???
#Ganjar #GanjarPorno #GanjarPranowo #JungKook",ganjar ganjarporno ganjarpranowo jungkook,7,0,0,0,#ganjar,Indonesia,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ganjar Pranowo menilai dinamika politik akan tetap bisa dinikmati oleh rakyat sepanjang para elite memberikan contoh yang baik dan tidak terlampau melibatkan perasaan.

#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",ganjar pranowo nilai dinamika politik nikmat rakyat elite contoh lampau libat asa sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,0,0,0,0,#ganjar,,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pada simulasi tertutup nama putra Presiden @jokowi, #GibranRakabuming msh mengalahkan #MahfudMD dan #CakImin. Christoper dari Indo Barometer menyebut, Gibran mendapatkan 25,0%, Mahfud Md 23,8% dan Cak imin 13,7%. Saya percaya Prof S.Mujani,ttp Kita lihat siapa yg dipilih Rakyat",simulasi tutup nama putra presiden jokowi gibranrakabuming masih kalah mahfudmd cakimin christoper indonesia barometer sebut gibran mahfud md cak imin percaya prof s mujani ttp lihat yang pilih rakyat,1,0,0,0,#mahfudmd,"DKI Jakarta, Indonesia",11/18/2023,2023-11-18,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Direktur Utama PT Garuda Indonesia, Irfan Setiaputra merespons viralnya pilot dan kopilot Garuda Indonesia yang berfoto pose tiga jadi dengan cawapres nomor urut 3 Mahfud Md di dalam kokpit pesawat 
buff.ly/47gy41r 
____
#VIVACOID #GarudaIndonesia #MahfudMD",direktur utama pt garuda indonesia irfan setiaputra respons viralnya pilot kopilot garuda indonesia foto pose cawapres nomor urut mahfud md kokpit pesawat buff ly gy r vivacoid garudaindonesia mahfudmd,1,3,0,3,#mahfudmd,,11/17/2023,2023-11-17,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.5574,0.0,0.886,0.114,Positive
"Ganjar menekankan bahwa penegakan hukum harus berjalan lancar dan adil, menjadi fondasi penting bagi kedamaian dan keadilan dalam masyarakat.

#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",ganjar tekan tega hukum jalan lancar adil fondasi damai adil masyarakat sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,0,0,0,0,#ganjar,,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Setuju sih pendapat mas sandi
#Ganjar #GanjarPorno #GanjarPranowo",tuju sih dapat mas sandi ganjar ganjarporno ganjarpranowo,10,0,0,0,#ganjar,Indonesia,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Udah di bilangin masih aja kaga ngerti heran 
#Ganjar #GanjarPorno #GanjarPranowo",sudah bilangin saja tidak ngerti heran ganjar ganjarporno ganjarpranowo,7,0,0,0,#ganjar,Indonesia,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Ga mau milih ah ...#GanjarPorno #GanjarPorno #Ganjar #MakroBlackFriday #EleccionesArgentina2023,tidak milih ah ganjarporno ganjarporno ganjar makroblackfriday eleccionesargentina,4,0,0,0,#ganjar,Indonesia,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Kaga rapih cees 
#Ganjar #GanjarPorno #GanjarPranowo #JungKook",tidak rapih cees ganjar ganjarporno ganjarpranowo jungkook,6,0,0,0,#ganjar,Indonesia,11/20/2023,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ganjar-Mahfud memberikan inspirasi dan harapan kepada generasi milenial untuk menciptakan perubahan yang positif.
Gaspoll kaum Milenial 

#SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",ganjar mahfud inspirasi harap generasi milenial cipta ubah positif gaspoll kaum milenial sahabatganjar ganjarpranowo ganjar generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,14,0,0,13,#ganjar,"??????, ???????? ??????? ?????",11/19/2023,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
