text,clean_content,likes,replies,quotes,retweets,searchQuery,user_location,tanggal,dataset,date,textblob_sentiment,textblob_sentiment_assessment,textblob_polarity,textblob_subject,vader_compound_multi,vader_neg_multi,vader_neu_multi,vader_pos_multi,vader_sentiment_multi
"Ketua TPN Ganjar-Mahfud, Pak @ArsjadRasjid memastikan organisasi yang dipimpinnya siap bergerak untuk memenangkan pasangan capres dan cawapres nomor urut TIGA pada pilpres 2024. Selain terus melengkapi berbagai deputi, TPN juga mempersiapkan struktur pemenangan di seluruh daerah di Tanah Air. 
Mantap 

Gaspol
#GanjarMahfud2024

inklusifkolaboratif.id/arsjaï¿½",ketua tpn ganjar mahfud arsjadrasjid organisasi pimpin gerak menang pasang capres cawapres nomor urut pilpres lengkap deputi tpn struktur menang daerah tanah air mantap gaspol ganjarmahfud inklusifkolaboratif id arsja,418,7,0,114,nomor urut,Indonesia,11/19/2023,ganjarmahfud,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pak #GanjarMahfud siap bertanding untuk Indonesia dan akan menjadi pemenangnya!

#GanjarMahfud2024 #ganjarmahfudm3nang #ganjarpranowo #mahfudmd #LanjutGan #tpnganjar #lanjutkanuntukindonesia",ganjarmahfud tanding indonesia menang ganjarmahfud ganjarmahfudm nang ganjarpranowo mahfudmd lanjutgan tpnganjar lanjutkanuntukindonesia,0,0,0,0,#mahfudmd,"Kota Padang, Sumatera Barat",11/16/2023,ganjarmahfud,2023-11-16,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"hihihi lucu-lucu banget yaaa, kalo misalnya pemilu diadain hari ini, kira-kira kalian mau coblos nomer berapa guys??

#ganjarpranowo #aniesbaswedan #prabowosubianto #mahfudmd #muhaiminiskandar #gibranrakabumingraka #pemiluserentak2024 #pilpres2024 #pemiludamai #pestademokrasi",hihihi lucu banget ya kalau milu diadain ini coblos nomor guys ganjarpranowo aniesbaswedan prabowosubianto mahfudmd muhaiminiskandar gibranrakabumingraka pemiluserentak pilpres pemiludamai pestademokrasi,0,1,0,0,#mahfudmd,Bandar Lampung,11/16/2023,ganjarmahfud,2023-11-16,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Cawapres mahfud MD raih dukungan dari barisan pemuda dan mahasiswa NU se-indonesia. 
#mahfudmd #indonesiamaju",cawapres mahfud md raih dukung baris pemuda mahasiswa nu se indonesia mahfudmd indonesiamaju,1,0,0,0,#mahfudmd,,11/15/2023,ganjarmahfud,2023-11-15,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Halo...
Perkenalkan nama saya Jessica Simanjuntak dengan nomor urut 19 dari kelas XI IPA 2. Berikut lampiran tugas saya mengenai dampak imperialisme dan kolonialisme
Terimakasih",halo kenal nama jessica simanjuntak nomor urut kelas xi ipa lampir tugas dampak imperialisme kolonialisme terimakasih,0,0,0,0,nomor urut,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon Presiden RI Nomor Urut 3, Ganjar Pranowo melaksanakan kunjungan khusus ke Manokwari Papua Barat, Senin (20/11/2023). 
#SahabatGanjar #GanjarPranowo #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",calon presiden ri nomor urut ganjar pranowo laksana kunjung khusus manokwari papua barat senin sahabatganjar ganjarpranowo generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,5,1,0,0,nomor urut,"Semarang, Jawa Tengah",11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Dengan Mengucap Bismillahirrahmanirrahim, perjuangan Ganjar-Mahfud untuk Mewujudkan Indonesia Unggul dimulai dengan Nomor Urut 3.

Mari kita berikhtiar dan berusaha bersama, untuk Indonesia lebih baik bersama Ganjar-Mahfud.

3??
Ganjar Mahfud M3nang 
 #SahabatGanjar 
#GanjarMahfud2024",ucap bismillahirrahmanirrahim juang ganjar mahfud wujud indonesia unggul nomor urut mari ikhtiar usaha sama indonesia ganjar mahfud ganjar mahfud m nang sahabatganjar ganjarmahfud,29,1,0,18,nomor urut,"Minahasa Utara, Sulawesi Utara",11/14/2023,ganjarmahfud,2023-11-14,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ganjar Didampingi Arsjad Rasjid dan dan Hary Tanoe Temui Jusuf Kalla

Calon presiden (capres) nomor urut 3, Ganjar Pranowo ditemani Ketua Umum Partai Perindo Hary Tanoesoedibjo dan Ketua Tim Pemenangan Nasional (TPN) Ganjar Pranowo-Mahfud MD Arsjad Rasjid menemui Wakil Presiden ke-10 dan ke-12 berkunjung menemui Jusuf Kalla (JK).

#PDIPerjuangan
#GanjarUntukSemua
#GanjarPresiden
#MEnangkanGAnjar
#GanjarMahfud
#GanjarMahfud2024",ganjar damping arsjad rasjid hary tanoe temu jusuf kalla calon presiden capres nomor urut ganjar pranowo tani ketua partai perindo hary tanoesoedibjo ketua tim menang nasional tpn ganjar pranowo mahfud md arsjad rasjid temu wakil presiden ke ke kunjung temu jusuf kalla jk pdiperjuangan ganjaruntuksemua ganjarpresiden menangkanganjar ganjarmahfud ganjarmahfud,140,4,0,33,nomor urut,Indonesia,11/19/2023,ganjarmahfud,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.2263,0.0,0.962,0.038,Positive
"' ,..!

  ...!

$ ..!

Bersiaplah, masa depan baru kita dimulai bersama Capres-cawapres Nomor urut 3 Ganjar-Mahfud, memimpin kita ke arah yang lebih baik, lebih modern, lebih inklusif.

?

@ganjarpranowo
@mohmahfudmd

#SahabatGanjar 
 #GanjarMahfud2024",siap capres cawapres nomor urut ganjar mahfud pimpin arah baik modern inklusif ganjarpranowo mohmahfudmd sahabatganjar ganjarmahfud,10,1,0,9,nomor urut,"Sidoarjo, Indonesia",11/20/2023,ganjarmahfud,2023-11-20,Positive,"Sentiment(polarity=0.2, subjectivity=0.3, assessments=[(['modern'], 0.2, 0.3, None)])",0.2,0.3,0.0,0.0,1.0,0.0,Neutral
Abdul Halim Iskandar menanggapi pertemuan cawapres nomor urut 2 Gibranï¿½Rakabumingï¿½Raka dengan asosiasi perangkat desa seluruh Indonesia. erakini.id/nasional/era-3nz1ï¿½,abdul halim iskandar tanggap temu cawapres nomor urut gibran rakabuming raka asosiasi perangkat desa indonesia erakini id nasional era nz,0,0,0,0,nomor urut,Jakarta,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon presiden (capres) nomor urut tiga, Ganjar Pranowo mengungkapkan bahwa suara Milenial dan Gen-Z saat ini menjadi Most Effective Tactics Available (META) untuk memenangkan Pemilihan Presiden (Pilpres) 2024.

Pernyataan ini disampaikan dalam sambutan virtualnya di acara penyerahan surat tugas kepada calon anggota legislatif PPP di Kantor Dewan Pimpinan Pusat (DPP) PPP, dikutip pada Senin (20/11/2023).

""Apa yang paling besar kekuatan potensial sebagai potential voter yang ada di sana? Yang pertama adalah generasi Z, dan kedua ada juga generasi milenial, dua kekuatan ini ternyata persentasenya 50 persen lebih,"" ujar Ganjar

""Mereka-mereka ini tidak selalu suka dengan politik yang bising, mereka tidak mau isu-isu besar,"" tambahnya.

Simak berita selengkapnya hanya di bitly.ws/32MZe
#HardNews_Politik #NewsOne #CariBeritaditvOne #GanjarPranowo #Milenial #GenZ #META #Capres #Pemilu2024 #Pilpres2024",calon presiden capres nomor urut tiga ganjar pranowo suara milenial gen z most effective tactics available meta menang pilih presiden pilpres nyata sambut virtual acara serah surat tugas calon anggota legislatif p kantor dewan pimpin pusat dpp p kutip senin apa kuat potensial potential voter sana generasi z generasi milenial kuat persentase persen lebih ganjar mereka suka politik bising isu besar tambah simak berita lengkap bitly ws mze hardnews politik newsone cariberitaditvone ganjarpranowo milenial genz meta capres pemilu pilpres,1,3,0,0,nomor urut,"Pulo Gadung, Indonesia",11/20/2023,ganjarmahfud,2023-11-20,Positive,"Sentiment(polarity=0.375, subjectivity=0.675, assessments=[(['most'], 0.5, 0.5, None), (['effective'], 0.6, 0.8, None), (['available'], 0.4, 0.4, None), (['potential'], 0.0, 1.0, None)])",0.375,0.675,0.5256,0.0,0.958,0.042,Positive
"Ganjar-mahfud dari rakyat untuk rakyat Indonesia. 
#GanjarPranowo #mahfudmd #GanjarMahfud2024",ganjar mahfud rakyat rakyat indonesia ganjarpranowo mahfudmd ganjarmahfud,1,0,0,0,#mahfudmd,,11/15/2023,ganjarmahfud,2023-11-15,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
ada yang mau bantu like paslon pemilihan osis sender ga guis,bantu like paslon pilih osis sender tidak guis,0,2,0,0,paslon,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.3612,0.0,0.737,0.263,Positive
"Apa bedanya kyai2, habib2 yg bilang dukung paslon tertentu, menggunakan nama Allah utk mendukung seseorang jd presiden, identik merendahkan Allah donk, sebaiknya mundur jd ulama juga tuh pada",beda kyai habib yang bilang dukung paslon tentu nama allah untuk dukung jadi presiden identik rendah allah donk mundur jadi ulama tuh,0,0,0,0,paslon,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Gw paslon no 6 krn gw suka no 6,saya paslon nomor karena saya suka nomor,0,1,0,0,paslon,???,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Untuk buzzer2nya semua capres dan cawepres, sudah bukan waktunya untuk menyerang paslon2 lain dengan fitnah. Adu gagasan, kritisi program2 paslon lain, unggulkan program2 paslonmu. Sudah muak melihat saling serang nirfaedah begini.",buzzer nya capres cawepres serang paslon fitnah adu gagas kritisi program paslon lain unggul program paslonmu muak serang nirfaedah begini,0,1,0,0,paslon,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ayolah, berfikir secara logika semua sudah melalui verivikasi secara faktual oleh KPU dan Bawaslu , klo memang palsu sudah gugur di pendaftaran administrasi 
Ayo semua Paslon baik dan tidak perlu saling menjatuhkan",ayo berfikir logika verivikasi faktual kpu bawaslu kalau palsu gugur daftar administrasi ayo paslon jatuh,0,0,0,0,paslon,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Oh kirain Paslon Indonesia,oh kirain paslon indonesia,1,1,0,0,paslon,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Gibran mana paham soal beginian. Lugu dan polos. Jadi boneka bingung diusung sana sini. Pokoke Auto bikin ngakak nih KPU, Bawaslu, MK, maupun Ayah dan si bocil. Sejarah baru yg sulit dterangkan kelak ke anak cucu Paslon Pemilu no 2 ini",gibran paham begini lugu polos boneka bingung usung sini pokok auto bikin tertawa nih kpu bawaslu mk ayah si bocil sejarah yang sulit dterangkan kelak anak cucu paslon milu nomor,5,2,0,1,paslon,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Kayaknya Hanya @DPP_PartaiUmmat yg WAJIB kan Caleg memasang foto pak @aniesbaswedan 
Yaa bgitu jg yg sy liat 
@NasDem 
@DPP_PKB 
@PKSejahtera 
Hanya Foto Calegx yg nyaris penuhi baliho selebihx nomor urut mreka 
ARTIS TOP a/ IKLAN sj tdk segitunya, mudah2an sj terpilih amanah",kayak dpp partaiummat yang wajib caleg pasang foto aniesbaswedan yaa bgitu juga yang saya lihat nasdem dpp pkb pksejahtera foto calegx yang penuh baliho selebihx nomor urut mereka artis top a iklan saja tidak segitunya mudah saja pilih amanah,0,0,0,0,nomor urut,ngontrak di bumiNYA,11/20/2023,ganjarmahfud,2023-11-20,Positive,"Sentiment(polarity=0.5, subjectivity=0.5, assessments=[(['top'], 0.5, 0.5, None)])",0.5,0.5,0.2023,0.0,0.955,0.045,Positive
"Calon presiden nomor urut 3 Ganjar Pranowo menilai dinamika politik akan tetap bisa dinikmati oleh rakyat sepanjang para elite memberikan contoh yang baik dan tidak terlampau melibatkan perasaan.

#SahabatGanjar #GanjarPranowo  #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024",calon presiden nomor urut ganjar pranowo nilai dinamika politik nikmat rakyat elite contoh lampau libat asa sahabatganjar ganjarpranowo ganjarpresiden ganjaruntuksemua ganjarmahfud,6,1,0,0,nomor urut,"Semarang, Jawa Tengah",11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir menilai apa yang dilakukan oleh pilot Garuda Indonesia dengan berpose tiga jari bersama calon wakil presiden (cawapres) nomor urut tiga, Mahfud MD tidak mencoreng netralitas aparatur sipil negara (ASN). ~J #JernihkanHarapan",menteri badan usaha milik negara bumn erick thohir nilai pilot garuda indonesia pose jari calon wakil presiden cawapres nomor urut tiga mahfud md coreng netralitas aparatur sipil negara asn j jernihkanharapan,1,0,0,1,nomor urut,Jakarta,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Dukungan terhadap pasangan capres-cawapre nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka semakin menguat. Terbaru, pasangan dari Koalisi Indonesia Maju (KIM) itu mendapat dukungan dari Aliansi Advokat Indonesia Bersatu (AAIB).

monitorday.com/aliansi-advokï¿½",dukung pasang capres cawapre nomor urut prabowo subianto gibran rakabuming raka kuat baru pasang koalisi indonesia maju kim dukung aliansi advokat indonesia satu aaib monitorday com aliansi advok,1,0,0,1,nomor urut,Indonesia,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon Presiden Nomor urut 3, Ganjar Pranowo hadiri acara puncak HUT MNC ke-34 yang digelar di Studio RCTI+, Jakarta Barat. 

#GanjarMahfud2024 
#SahabatGanjar #GanjarPresiden #GanjarUntukSemua",calon presiden nomor urut ganjar pranowo hadir acara puncak hut mnc ke gelar studio rcti jakarta barat ganjarmahfud sahabatganjar ganjarpresiden ganjaruntuksemua,1,0,0,0,nomor urut,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Tak sedikit di antaranya mengenakan seragam kemeja putih dengan lambang angka 2 di dada yang merujuk pada nomor urut capres-cawapres usungan Koalisi Indonesia Maju. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,kena seragam kemeja putih lambang angka dada rujuk nomor urut capres cawapres usung koalisi indonesia maju prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,0,1,0,0,nomor urut,Jakarta Selatan,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Ribuan perangkat desa akan menghadiri acara deklarasi dukungan kepada pasangan calon presiden dan calon wakil presiden (capres-cawapres) nomor urut 2, #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",ribu perangkat desa hadir acara deklarasi dukung pasang calon presiden calon wakil presiden capres cawapres nomor urut prabowogibranistimewa bersamaindonesiamaju prabowogemoy prabowo subianto,0,1,0,0,nomor urut,Jakarta Selatan,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Lembaga survey LSI Denny JA, mencatat tren elektabilitas paslon capres-cawapres nomor urut 1 Anies Baswedan-Muhaimin Iskandar naik 5,3 persen, paslon ... dlvr.it/Sz3y4S",lembaga survey lsi denny ja catat tren elektabilitas paslon capres cawapres nomor urut anies baswedan muhaimin iskandar persen paslon dlvr it sz y s,1,0,0,0,nomor urut,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Calon presiden nomor urut 2 Prabowo Subianto menghadiri acara pengukuhan Prof Dr Ali Masykur Musa sebagai Guru Besar Kehormatan di Universitas Islam Malang (UNISMA). #PrabowoGibranIstimewa #PrabowoGemoy #BersamaIndonesiaMaju Prabowo Subianto,calon presiden nomor urut prabowo subianto hadir acara kukuh prof dari ali masykur musa guru hormat universitas islam malang unisma prabowogibranistimewa prabowogemoy bersamaindonesiamaju prabowo subianto,0,1,0,0,nomor urut,Senayan Jakarta Selatan,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Nomor urut 3 pasti bisa menang,nomor urut menang,0,0,0,0,nomor urut,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Akhirnya, ""Bawaslu akan memanggil panitia acara deklarasi dukungan kepada pasangan calon presiden dan calon wakil presiden nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka di Indonesia Arena, Kompleks Gelora Bung Karno, Jakarta, Minggu (19/11/2023).""",akhir bawaslu panggil panitia acara deklarasi dukung pasang calon presiden calon wakil presiden nomor urut prabowo subianto gibran rakabuming raka indonesia arena kompleks gelora karno jakarta minggu,0,0,0,0,nomor urut,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Masih ingat aku, pernah didatangi orang dinas, buat milih Paslon tertentu saat pemilu. Abis pertemuan kami dibagikan foto dari Paslon tsb. Waktu itu ancamannya kalau ga milih, kita bakalan di mutasi jauh ke pedalaman..",aku datang orang dinas milih paslon milu habis temu bagi foto paslon tsb ancam tidak milih mutasi dalam,0,0,0,0,paslon,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Nanti saya kirim di X video asn dan kepla daeran yg  memilih salah satu paslon.tinggal tunggu wakti,kirim x video asn kepla daeran yang pilih salah paslon tinggal tunggu wakti,0,0,0,0,paslon,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Gak percaya,klw berani diskualifikasi Paslon itu.",tidak percaya klw berani diskualifikasi paslon itu,0,0,0,0,paslon,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Kalo u akun ternakan paslon mana? ternakan dari paslon Ganjar-Mahfud? Ga deh keknya,kalau kamu akun terna paslon mana terna paslon ganjar mahfud tidak deh kayak,0,1,0,0,paslon,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Jadi ngebor (tanah yang) kosong, kita rugi ratusan juta,"" jelas pria yang juga capres nomor urut 2 tersebut. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto",bor tanah yang kosong rugi ratus juta pria capres nomor urut sebut bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,0,1,0,0,nomor urut,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon presiden nomor urut 2, Prabowo Subianto, bertemu dengan kiai kampung se-Indonesia di Malang, Jawa Timur. #PrabowoGibranIstimewa #PrabowoGemoy #BersamaIndonesiaMaju Prabowo Subianto",calon presiden nomor urut prabowo subianto temu kiai kampung se indonesia malang jawa timur prabowogibranistimewa prabowogemoy bersamaindonesiamaju prabowo subianto,0,1,0,0,nomor urut,Senayan Jakarta Selatan,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
Calon presiden nomor urut 2 itu mengatakan Jokowi selalu mengutamakan persatuan bangsa. #PrabowoGibranIstimewa #PrabowoGemoy #BersamaIndonesiaMaju Prabowo Subianto,calon presiden nomor urut jokowi utama satu bangsa prabowogibranistimewa prabowogemoy bersamaindonesiamaju prabowo subianto,0,1,0,0,nomor urut,Senayan Jakarta Selatan,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"ï¿½ï¿½ï¿½
Capres nomor urut 3, Ganjar Pranowo menghadiri acara Musyawarah Ikatan Alumni Universitas Negeri Makassar (UNM) 

Ganjar mengangkat isu yang populer di masa lalu, mengaitkannya dengan konteks zaman sekarang, serta merangkai visi masa depan

#SahabatGanjar
#GanjarMahfud2024",capres nomor urut ganjar pranowo hadir acara musyawarah ikat alumni universitas negeri makassar unm ganjar angkat isu populer lalu kait konteks zaman sekarang rangkai visi sahabatganjar ganjarmahfud,32,0,0,17,nomor urut,,11/19/2023,ganjarmahfud,2023-11-19,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Prabowo Subianto-Gibran Rakabuming Raka nomor urut 2, dan Ganjar Pranowo-Mahfud Md. nomor urut 3. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto",prabowo subianto gibran rakabuming raka nomor urut ganjar pranowo mahfud md nomor urut bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,0,1,0,0,nomor urut,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Hasil pengundian dan penetapan nomor urut peserta Pilpres 2024 pada hari Selasa, 14 November 2023, pasangan Anies Baswedan-Muhaimin Iskandar nomor urut 1, #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto",hasil undi tetap nomor urut serta pilpres selasa november pasang anies baswedan muhaimin iskandar nomor urut bersamaindonesiamaju prabowogibranistimewa prabowogemoy prabowo subianto,0,1,0,0,nomor urut,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Kamu mau jadi paslon aku ga, paslon pasutri aw",paslon ga paslon pasutri aw,0,0,0,0,paslon,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Indonesia kedepan Butuh Pemimpin Yg Bijak Jujur dan merakyat dan Bisa Mendengarkan langsung keluhan Rakyat 
Contohnya Para Nelayan Lampung
Dan pak @ganjarpranowo
Selaku Paslon No 3 Mendengar langsung Uneg2 Para nelayan disana
Sosok Yang Pas Untuk memimpin kedepan
#SahabatGanjar",indonesia depan butuh pimpin yang bijak jujur rakyat dengar langsung keluh rakyat contoh nelayan lampung ganjarpranowo paslon nomor dengar langsung uneg nelayan sana sosok pas pimpin depan sahabatganjar,14,0,0,7,paslon,"Moscow, Russia",11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Pasangan calon presiden dan wakil presiden Ganjar Pranowo-Mahfud MD mendapatkan nomor urut 3 untuk berkontestasi di Pilpres 2024. 

#BreakingNews #GanjarPranowo #MahfudMD #GanjarMahfud2024 #GanjarPresiden #Pilpres2024",pasang calon presiden wakil presiden ganjar pranowo mahfud md nomor urut berkontestasi pilpres breakingnews ganjarpranowo mahfudmd ganjarmahfud ganjarpresiden pilpres,40,36,0,37,#mahfudmd,iNews Tower,11/14/2023,ganjarmahfud,2023-11-14,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Prabowo Subianto, capres nomor urut 2, kembali tebar janji lanjutin Jokowi. dekade08",prabowo subianto capres nomor urut tebar janji lanjutin jokowi dekade,0,0,0,0,nomor urut,Bogor,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
"Calon Presiden RI Nomor Urut 3, Ganjar Pranowo melaksanakan kunjungan khusus ke Manokwari Papua Barat, Senin (20/11/2023). 

Dalam kunjungan khusus tersebut, Ganjar Pranowo terpantau tiba di Bandara Rendani Manokwari sekira pukul 07.30 WIT.

Selanjutnya, Ganjar Pranowo dijemput dalam prosesi adat dan diarak menggunakan perahu mesin ke pulau Mansinam Distrik Manokwari Timur.

#SahabatGanjar #GanjarPranowo #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua
#GanjarMahfud2024",calon presiden ri nomor urut ganjar pranowo laksana kunjung khusus manokwari papua barat senin kunjung khusus sebut ganjar pranowo pantau bandara rendani manokwari sekira wit lanjut ganjar pranowo jemput prosesi adat arak perahu mesin pulau mansinam distrik manokwari timur sahabatganjar ganjarpranowo generasigotongroyong ganjarpresiden ganjaruntuksemua ganjarmahfud,12,0,0,8,nomor urut,,11/20/2023,ganjarmahfud,2023-11-20,Neutral,"Sentiment(polarity=0.0, subjectivity=0.0, assessments=[])",0.0,0.0,0.0,0.0,1.0,0.0,Neutral
